,Gender,Age,stress,heartbeat,anxiety,sleep,concentration,sadness,irritation,isolation,headaches,illness,weight,workload,competition,confidence_performance,confidence_subjects,activities,attendance,teacher_diff,work_env,home_env,relationships,relaxation,stresstype
177,1,19,2,2,3,2,3,2,3,3,3,2,2,4,2,5,4,1,3,3,4,2,2,4,Eustress (Positive Stress) - Stress that motivates and enhances performance.
178,1,20,4,2,3,5,3,2,2,2,2,3,3,1,2,2,3,5,3,2,1,2,3,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
179,1,20,3,2,2,2,1,1,2,1,3,1,2,2,1,1,5,4,4,1,2,1,1,2,No Stress - Currently experiencing minimal to no stress.
180,1,20,1,1,2,1,3,3,3,3,4,4,3,2,3,1,1,4,4,3,2,1,4,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
181,1,19,3,4,3,5,1,3,1,2,1,3,1,3,3,3,3,3,3,2,3,4,3,4,Eustress (Positive Stress) - Stress that motivates and enhances performance.
182,1,19,1,2,3,2,4,2,3,3,2,2,3,2,2,1,3,4,3,3,2,1,2,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
183,1,20,3,3,2,3,1,1,3,1,4,1,1,3,1,3,4,4,4,1,3,2,1,4,Eustress (Positive Stress) - Stress that motivates and enhances performance.
184,1,20,4,3,2,1,2,4,1,4,1,3,1,4,4,3,5,1,3,4,4,2,3,4,Eustress (Positive Stress) - Stress that motivates and enhances performance.
185,1,20,2,2,1,3,2,1,3,1,4,4,3,2,1,4,3,4,1,1,2,1,4,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
186,1,20,5,2,2,3,1,1,1,3,1,3,2,3,1,1,3,4,4,3,3,2,3,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
187,0,21,4,3,2,1,2,2,2,5,2,3,1,3,2,3,3,4,2,5,3,1,3,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
188,1,19,2,2,1,3,1,1,1,2,1,4,3,4,1,1,3,3,3,2,4,3,4,4,Eustress (Positive Stress) - Stress that motivates and enhances performance.
189,0,20,3,2,2,2,3,2,5,3,1,3,1,3,2,2,2,3,2,3,3,5,3,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
190,0,21,3,3,4,3,5,3,3,3,2,2,3,1,3,4,3,4,5,3,1,3,2,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
191,1,19,3,2,3,2,5,2,4,3,3,1,1,1,2,5,5,4,4,3,1,4,1,5,Eustress (Positive Stress) - Stress that motivates and enhances performance.
192,0,22,2,3,4,2,2,4,4,4,4,4,4,2,3,3,4,1,5,3,4,2,4,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
193,0,21,1,1,2,1,5,3,4,3,1,1,1,1,2,1,3,5,3,2,2,2,3,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
194,0,22,4,4,2,1,5,5,5,5,5,5,2,1,5,5,5,5,4,5,5,5,5,5,Distress (Negative Stress) - Stress that causes anxiety and impairs well-being.
195,0,20,1,3,2,1,5,1,5,1,1,2,3,4,3,3,5,4,2,1,3,1,3,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
196,1,22,4,2,2,3,5,3,3,1,1,3,3,4,4,4,5,4,2,4,3,3,2,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
197,0,22,4,3,4,1,1,4,3,2,1,1,4,5,4,1,5,1,1,4,3,2,3,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
198,0,19,3,2,3,5,4,3,5,3,4,4,4,3,2,5,5,3,4,1,1,5,1,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
199,0,19,1,1,1,1,2,3,3,2,1,1,4,3,2,2,2,3,4,3,3,4,4,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
200,0,19,1,2,1,1,4,5,4,1,5,1,2,3,4,4,4,4,5,1,3,2,4,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
201,0,19,2,3,2,2,1,3,3,4,1,1,2,3,2,1,4,4,2,2,5,3,1,4,Eustress (Positive Stress) - Stress that motivates and enhances performance.
202,0,19,2,3,3,5,5,5,5,4,5,5,1,4,4,5,5,5,3,2,3,3,2,2,Distress (Negative Stress) - Stress that causes anxiety and impairs well-being.
203,1,20,2,3,3,1,2,1,1,3,2,2,2,1,1,1,2,4,4,2,1,1,1,2,No Stress - Currently experiencing minimal to no stress.
204,1,19,3,3,3,5,5,2,3,4,5,5,2,3,3,2,3,4,4,3,4,1,1,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
205,0,19,2,3,3,2,2,1,5,5,3,2,2,2,5,1,3,3,3,3,2,3,1,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
206,0,19,4,4,2,2,3,2,4,4,2,3,3,4,4,4,4,3,2,4,1,3,3,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
207,1,20,3,3,2,3,1,1,3,2,2,3,2,1,3,2,1,3,4,3,3,4,2,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
208,1,21,3,3,3,3,5,4,5,5,5,5,1,4,5,3,4,4,3,3,5,4,3,3,Distress (Negative Stress) - Stress that causes anxiety and impairs well-being.
209,1,19,2,3,3,1,3,1,4,1,2,2,1,4,1,1,5,4,4,3,4,1,2,4,Eustress (Positive Stress) - Stress that motivates and enhances performance.
210,1,19,3,2,3,4,3,4,3,1,3,1,2,3,3,5,4,3,3,4,2,5,3,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
211,0,21,3,3,3,1,1,2,2,2,1,3,2,3,5,2,4,4,4,4,3,2,3,4,Eustress (Positive Stress) - Stress that motivates and enhances performance.
212,0,20,3,2,3,1,2,2,2,1,4,1,1,4,2,3,2,2,2,3,3,2,4,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
213,0,19,3,2,3,2,4,3,4,2,2,4,1,3,3,2,4,4,2,3,3,1,3,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
214,0,21,4,1,1,5,5,2,5,3,1,3,3,2,3,1,4,4,3,1,1,2,1,5,Eustress (Positive Stress) - Stress that motivates and enhances performance.
215,0,19,1,3,1,5,1,2,3,2,1,1,2,1,3,4,5,2,3,3,2,5,1,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
216,0,17,1,1,2,5,1,2,2,5,3,3,3,3,3,3,4,2,5,3,3,3,3,4,Eustress (Positive Stress) - Stress that motivates and enhances performance.
217,0,100,5,5,1,2,2,4,3,3,3,3,5,3,2,3,4,5,1,4,1,1,2,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
218,0,18,2,1,3,4,4,1,4,2,5,1,3,1,2,5,1,2,5,1,1,1,5,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
219,0,19,1,2,3,2,1,2,5,1,1,1,2,3,2,1,2,2,3,4,4,2,4,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
220,0,18,2,2,2,4,1,1,4,2,4,1,5,1,2,2,2,3,5,1,2,4,3,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
221,0,19,2,2,3,3,1,2,3,3,1,2,4,2,2,4,4,3,3,1,2,2,3,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
222,0,18,2,4,4,3,4,2,3,3,1,1,4,4,4,3,3,2,4,2,3,3,4,4,Eustress (Positive Stress) - Stress that motivates and enhances performance.
223,0,18,2,2,4,2,2,4,2,2,1,1,2,1,1,1,1,3,5,2,4,1,4,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
224,0,17,2,5,3,5,3,2,2,3,1,3,4,4,4,1,5,4,4,2,4,3,4,4,Eustress (Positive Stress) - Stress that motivates and enhances performance.
225,0,18,5,1,1,2,4,3,3,2,2,2,4,1,1,2,4,3,4,1,1,1,1,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
226,1,17,2,4,3,3,3,1,4,2,2,1,3,2,1,2,3,2,4,1,1,1,1,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
227,0,18,1,4,2,3,4,3,4,5,2,1,1,3,5,2,3,4,4,1,1,1,1,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
228,0,18,1,2,1,2,1,1,1,3,1,1,2,2,2,3,3,2,4,3,5,2,4,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
229,0,19,1,3,2,3,1,1,1,3,1,2,3,1,4,4,1,5,5,1,3,4,2,5,Eustress (Positive Stress) - Stress that motivates and enhances performance.
230,0,19,5,2,3,2,1,1,1,2,1,5,5,2,3,1,4,5,5,2,1,1,2,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
231,0,19,2,5,1,2,3,2,5,2,3,1,2,3,3,2,2,2,4,1,2,2,4,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
232,0,18,1,1,1,5,5,4,3,1,1,2,3,3,4,1,2,1,4,3,3,4,3,4,Eustress (Positive Stress) - Stress that motivates and enhances performance.
233,0,19,5,4,2,3,1,1,1,1,2,1,4,2,3,3,5,3,3,1,2,1,3,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
234,0,19,2,4,3,3,3,2,2,5,1,5,2,5,5,3,3,2,4,5,5,5,5,5,Eustress (Positive Stress) - Stress that motivates and enhances performance.
235,0,18,3,4,2,2,4,4,3,3,3,1,4,1,1,2,2,5,4,1,1,2,2,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
236,0,17,1,2,1,2,3,1,2,4,1,1,1,3,5,3,4,1,1,3,3,3,3,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
237,0,19,4,4,3,1,5,5,5,4,5,5,2,4,2,1,3,4,4,1,1,1,3,4,Eustress (Positive Stress) - Stress that motivates and enhances performance.
238,0,18,4,2,1,1,1,2,1,1,1,1,3,2,3,3,4,4,4,3,3,4,3,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
239,0,19,2,3,3,2,3,3,3,2,3,2,1,5,4,3,5,2,4,3,3,1,3,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
240,1,21,4,4,4,3,4,1,1,3,1,1,4,5,5,4,3,3,3,5,5,1,5,5,Eustress (Positive Stress) - Stress that motivates and enhances performance.
241,0,20,4,3,4,3,3,4,3,1,3,1,2,2,4,1,3,5,3,1,2,1,3,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
242,1,20,5,3,3,4,3,1,3,3,3,1,3,2,5,3,3,3,4,3,3,5,3,5,Eustress (Positive Stress) - Stress that motivates and enhances performance.
243,1,21,4,4,4,4,5,1,5,2,5,5,3,5,3,1,3,5,4,2,5,5,5,5,Distress (Negative Stress) - Stress that causes anxiety and impairs well-being.
244,0,20,2,4,4,5,3,1,2,2,1,1,2,1,3,2,2,4,1,3,2,2,1,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
245,0,20,4,2,2,3,5,5,3,2,3,1,4,1,3,1,4,3,5,3,3,4,3,4,Eustress (Positive Stress) - Stress that motivates and enhances performance.
246,1,20,5,2,1,3,5,5,5,5,2,1,1,3,2,3,1,5,5,2,4,1,1,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
247,0,21,5,4,2,3,2,2,2,3,3,2,1,5,4,2,4,5,4,5,4,1,2,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
248,0,20,5,2,1,2,4,4,3,1,3,3,3,1,1,1,1,5,4,2,2,2,1,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
249,1,21,2,4,3,4,4,3,2,2,4,3,1,3,2,1,2,5,1,1,2,5,5,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
250,1,19,4,1,2,1,1,4,2,2,1,1,5,3,4,5,5,5,3,1,3,2,4,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
251,0,21,2,5,2,2,1,3,1,3,4,3,2,4,2,3,2,2,3,3,3,4,1,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
252,1,20,4,2,5,3,2,3,3,3,2,5,3,4,3,1,4,4,4,2,4,1,4,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
253,0,20,4,2,3,2,1,4,1,4,2,2,2,3,3,1,1,4,4,5,1,1,2,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
254,0,21,5,3,3,1,2,3,4,3,3,3,5,3,3,2,5,5,5,4,4,2,3,4,Eustress (Positive Stress) - Stress that motivates and enhances performance.
255,0,21,3,3,2,2,3,2,3,1,2,3,3,1,1,1,1,2,4,2,1,1,5,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
256,0,21,5,1,2,3,2,1,1,1,2,3,3,3,2,3,2,3,4,3,1,2,2,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
257,0,22,2,4,3,3,5,3,3,3,2,3,3,3,3,2,1,3,3,3,4,5,4,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
258,0,20,4,1,1,3,3,3,3,2,4,2,4,4,1,3,4,4,3,3,1,2,1,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
259,0,22,2,1,1,3,2,1,1,5,1,2,2,1,1,3,4,1,3,5,3,5,1,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
260,1,20,4,2,2,2,1,3,1,4,2,2,3,4,4,4,1,4,4,1,2,4,2,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
261,1,20,3,2,2,2,2,3,3,2,2,3,2,1,1,1,5,2,4,3,3,2,1,4,Eustress (Positive Stress) - Stress that motivates and enhances performance.
262,1,20,2,3,3,4,3,5,3,3,3,4,3,1,2,4,2,3,3,5,3,3,2,4,Eustress (Positive Stress) - Stress that motivates and enhances performance.
263,0,21,1,1,2,2,5,4,3,1,3,3,1,2,2,2,2,5,4,2,4,3,3,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
264,0,21,3,2,3,2,3,2,3,4,2,3,1,2,5,3,1,2,2,3,3,3,2,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
265,0,20,4,4,5,3,3,2,1,1,2,3,4,2,2,5,2,4,4,3,1,1,3,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
266,0,20,3,4,2,4,3,3,3,1,3,3,2,2,3,2,5,3,1,3,1,2,2,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
267,0,20,2,3,1,1,2,1,1,1,1,2,2,1,1,4,3,1,4,3,3,3,1,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
268,0,20,5,4,3,1,1,2,4,2,3,3,1,3,4,1,1,1,2,2,2,1,3,4,Eustress (Positive Stress) - Stress that motivates and enhances performance.
269,0,20,3,4,3,3,3,2,1,2,3,3,3,3,3,1,1,1,5,2,5,1,2,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
270,1,20,3,3,3,3,4,4,2,3,1,3,2,2,2,2,2,3,3,2,4,4,3,4,Eustress (Positive Stress) - Stress that motivates and enhances performance.
271,0,20,3,4,2,4,2,2,2,1,3,2,4,1,1,1,1,3,4,3,2,1,1,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
272,0,20,2,2,1,1,1,2,1,1,1,3,2,1,3,2,3,2,5,4,3,2,4,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
273,0,20,5,5,5,4,2,1,2,1,2,5,5,1,1,5,2,5,5,2,3,2,4,4,Eustress (Positive Stress) - Stress that motivates and enhances performance.
274,0,20,3,2,2,1,1,1,1,5,1,1,1,4,5,2,3,2,1,2,3,2,5,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
275,1,21,3,4,1,4,3,3,3,2,5,3,2,3,5,3,2,3,1,3,3,2,3,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
276,0,19,2,1,1,2,2,1,5,2,3,3,1,4,1,1,1,3,5,1,2,1,2,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
277,1,20,5,3,2,2,4,3,3,3,3,1,1,5,5,4,3,3,3,2,3,3,3,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
278,1,20,3,4,2,2,2,4,2,5,2,1,2,1,5,2,3,2,2,1,3,2,4,4,Eustress (Positive Stress) - Stress that motivates and enhances performance.
279,0,18,3,2,2,4,1,1,4,2,4,1,2,1,2,2,2,2,1,1,2,4,3,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
280,0,20,5,2,3,3,1,2,3,3,1,2,1,2,2,4,4,2,2,1,2,2,3,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
281,0,19,4,4,4,3,4,2,3,3,1,1,3,4,4,3,3,3,5,2,3,3,4,4,Eustress (Positive Stress) - Stress that motivates and enhances performance.
282,0,18,3,2,4,2,2,4,2,2,1,1,3,1,1,1,1,3,4,2,4,1,4,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
283,0,19,4,5,3,5,3,2,2,3,1,3,3,4,4,1,5,2,4,2,4,3,4,4,Eustress (Positive Stress) - Stress that motivates and enhances performance.
284,0,18,1,1,1,2,4,3,3,2,2,2,2,1,1,2,4,1,5,1,1,1,1,1,No Stress - Currently experiencing minimal to no stress.
285,0,19,3,4,3,3,3,1,4,2,2,1,1,2,1,2,3,2,3,1,1,1,1,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
286,1,18,3,4,2,3,4,3,4,5,2,1,1,3,5,2,3,3,2,1,1,1,1,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
287,1,20,1,2,1,2,1,1,1,3,1,1,2,2,2,3,3,2,3,3,5,2,4,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
288,0,19,2,3,2,3,1,1,1,3,1,2,1,1,4,4,1,5,3,1,3,4,2,5,Eustress (Positive Stress) - Stress that motivates and enhances performance.
289,0,19,2,2,3,2,1,1,1,2,1,5,3,2,3,1,4,3,4,2,1,1,2,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
290,0,18,5,5,1,2,3,2,5,2,3,1,2,3,3,2,2,2,1,1,2,2,4,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
291,0,19,1,1,1,5,5,4,3,1,1,2,2,3,4,1,2,1,4,3,3,4,3,4,Eustress (Positive Stress) - Stress that motivates and enhances performance.
292,0,19,3,4,2,3,1,1,1,1,2,1,3,2,3,3,5,2,3,1,2,1,3,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
293,0,19,3,4,3,3,3,2,2,5,1,5,3,5,5,3,3,3,3,5,5,5,5,5,Distress (Negative Stress) - Stress that causes anxiety and impairs well-being.
294,0,21,4,4,2,2,4,4,3,3,3,1,2,1,1,2,2,3,4,1,1,2,2,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
295,0,19,3,2,1,2,3,1,2,4,1,1,2,3,5,3,4,1,2,3,3,3,3,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
296,0,19,4,4,3,1,5,5,5,4,5,5,1,4,2,1,3,3,2,1,1,1,3,4,Eustress (Positive Stress) - Stress that motivates and enhances performance.
297,0,14,2,2,1,1,1,2,1,1,1,1,1,2,3,3,4,1,5,3,3,4,3,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
298,1,19,2,3,3,2,3,3,3,2,3,2,2,5,4,3,5,2,5,3,3,1,3,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
299,1,19,5,4,4,3,4,1,1,3,1,1,3,5,5,4,3,1,5,5,5,1,5,5,Eustress (Positive Stress) - Stress that motivates and enhances performance.
300,1,17,3,3,4,3,3,4,3,1,3,1,2,2,4,1,3,2,5,1,2,1,3,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
301,1,20,4,3,3,4,3,1,3,3,3,1,3,2,5,3,3,3,2,3,3,5,3,5,Eustress (Positive Stress) - Stress that motivates and enhances performance.
302,1,21,4,4,4,4,5,1,5,2,5,5,2,5,3,1,3,1,5,2,5,5,5,5,Distress (Negative Stress) - Stress that causes anxiety and impairs well-being.
303,0,19,5,4,4,5,3,1,2,2,1,1,3,1,3,2,2,3,2,3,2,2,1,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
304,0,36,3,2,2,3,5,5,3,2,3,1,3,1,3,1,4,1,3,3,3,4,3,4,Eustress (Positive Stress) - Stress that motivates and enhances performance.
305,0,21,3,2,1,3,5,5,5,5,2,1,4,3,2,3,1,3,2,2,4,1,1,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
306,0,21,3,4,2,3,2,2,2,3,3,2,2,5,4,2,4,2,2,5,4,1,2,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
307,0,19,3,2,1,2,4,4,3,1,3,3,1,1,1,1,1,2,3,2,2,2,1,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
308,0,19,4,4,3,4,4,3,2,2,4,3,3,3,2,1,2,4,5,1,2,5,5,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
309,0,20,5,4,3,4,3,3,3,3,3,3,1,1,3,2,1,4,5,2,1,4,1,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
310,0,19,4,3,1,3,1,1,3,3,2,1,4,5,4,1,1,2,5,3,4,1,3,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
311,1,19,3,4,4,5,1,3,3,3,1,2,3,3,4,1,2,3,5,2,3,4,4,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
312,1,19,4,4,2,3,3,3,3,3,3,3,3,3,3,2,3,4,2,2,2,2,3,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
313,1,20,1,1,2,2,3,3,3,1,3,3,1,4,4,5,5,2,4,3,3,2,4,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
314,1,22,5,2,3,5,1,2,4,1,1,1,2,2,3,3,4,5,4,1,3,2,3,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
315,1,19,4,4,2,4,1,2,1,3,1,1,2,4,5,2,2,3,4,2,3,3,4,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
316,1,19,4,5,4,4,1,5,1,2,1,1,2,2,2,5,5,1,2,1,1,1,4,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
317,1,19,3,2,2,1,2,1,3,4,5,2,1,4,1,1,1,2,5,1,4,5,1,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
318,1,18,4,2,3,2,4,2,5,1,3,5,3,3,1,3,3,2,4,2,1,2,2,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
319,1,28,2,2,1,4,1,1,1,1,1,2,3,3,4,2,3,4,4,1,5,3,2,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
320,1,19,3,4,2,2,2,5,3,1,2,1,5,2,2,4,3,2,5,1,1,1,4,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
321,1,20,4,3,3,3,4,1,4,1,3,2,5,2,3,3,2,5,1,3,1,2,2,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
322,1,20,4,4,3,3,5,5,5,2,5,5,4,3,4,3,5,1,3,2,1,2,3,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
323,0,19,5,5,5,4,2,4,1,1,2,3,2,2,3,1,3,5,5,1,1,1,1,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
324,1,19,4,3,5,5,2,5,2,3,4,3,2,3,5,2,5,4,4,1,3,2,5,4,Eustress (Positive Stress) - Stress that motivates and enhances performance.
325,0,21,4,2,2,4,5,3,5,2,2,5,3,5,5,3,2,5,4,1,1,5,5,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
326,0,41,2,1,1,1,2,2,1,2,1,1,2,1,2,1,3,2,4,2,1,3,1,2,No Stress - Currently experiencing minimal to no stress.
327,1,18,3,3,2,4,4,5,1,2,1,4,2,2,4,2,2,5,5,2,1,5,2,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
328,0,21,2,2,1,1,5,3,5,4,5,4,1,4,3,1,2,1,4,2,1,4,3,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
329,0,32,4,3,1,5,2,4,1,1,3,3,4,1,4,3,4,3,2,1,1,1,5,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
330,1,20,3,2,2,3,3,2,1,2,2,2,2,2,2,2,1,4,3,2,1,1,3,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
331,1,21,4,2,1,2,2,3,1,2,1,2,2,3,3,1,2,4,4,2,1,1,2,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
332,0,19,2,2,3,1,2,2,1,2,1,3,1,1,2,1,1,2,2,2,5,3,3,4,Eustress (Positive Stress) - Stress that motivates and enhances performance.
333,1,19,2,2,4,3,2,2,3,3,2,3,5,3,2,3,3,2,5,2,2,3,2,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
334,0,19,1,4,2,1,3,2,4,1,5,3,1,1,2,5,4,5,3,5,3,5,3,5,Eustress (Positive Stress) - Stress that motivates and enhances performance.
335,0,20,2,3,2,2,3,2,2,3,2,3,3,1,1,1,3,2,5,1,2,4,2,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
336,0,19,3,3,4,1,1,2,3,1,4,2,2,1,2,2,2,5,3,2,3,2,2,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
337,0,18,4,5,2,5,1,1,2,1,2,2,2,1,2,3,1,4,5,2,2,5,2,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
338,0,18,1,4,4,4,1,1,4,2,3,2,2,1,2,2,3,3,3,2,1,1,1,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
339,1,37,4,4,3,2,1,1,3,5,2,4,5,4,2,3,5,4,3,4,2,1,2,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
340,0,15,2,2,3,3,5,5,5,3,5,5,1,4,4,2,4,1,3,3,3,1,4,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
341,1,19,2,3,3,4,3,1,2,4,2,2,2,3,1,1,1,4,5,4,5,1,1,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
342,1,21,2,2,3,3,3,2,2,1,1,3,4,1,2,1,1,4,4,2,3,1,2,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
343,1,21,4,4,3,5,3,2,1,3,1,3,2,1,2,1,1,2,1,3,2,1,3,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
344,0,21,3,4,4,4,1,2,2,1,3,2,3,1,2,4,3,2,3,2,3,5,1,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
345,0,21,3,4,3,2,1,1,1,1,1,2,2,1,3,3,3,3,3,2,2,2,3,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
346,0,19,2,1,2,3,5,3,2,3,3,2,3,1,1,5,5,4,3,2,3,3,1,5,Eustress (Positive Stress) - Stress that motivates and enhances performance.
347,0,21,5,1,5,4,2,3,1,2,1,3,1,1,3,2,4,2,3,1,2,2,1,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
348,0,21,2,1,2,3,3,4,3,2,3,1,2,4,1,2,2,3,3,2,2,3,1,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
349,0,22,3,2,2,3,1,2,1,1,1,3,2,3,1,1,5,2,4,2,2,2,1,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
350,0,20,3,4,4,4,1,2,2,3,3,2,2,1,3,1,1,4,4,3,2,1,1,4,Eustress (Positive Stress) - Stress that motivates and enhances performance.
351,1,20,2,1,1,4,1,2,2,2,4,3,1,2,2,2,3,2,4,2,3,3,1,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
352,0,21,3,4,4,4,1,2,2,2,3,3,2,1,2,2,2,3,4,1,2,2,4,1,Eustress (Positive Stress) - Stress that motivates and enhances performance.
353,0,19,2,1,1,1,2,2,3,1,2,3,2,1,1,2,3,3,4,3,2,3,3,3,Eustress (Positive Stress) - Stress that motivates and enhances performance.
354,0,20,2,2,1,1,5,4,4,2,1,2,2,2,3,2,3,1,3,1,3,1,1,2,Eustress (Positive Stress) - Stress that motivates and enhances performance.
